common_name,canonical_name,scientific_name,group,file,transparent_file,public_path
极地白云金丝,Tanichthys albonubes,Tanichthys albonubes var. Polar,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_01_极地白云金丝__Tanichthys_albonubes_var._Polar.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_01_极地白云金丝_Tanichthys_albonubes_var._Polar.png,/species-transparent/morph_batch_027_sheet_01_极地白云金丝_Tanichthys_albonubes_var._Polar.png?v=cutfix4_20260510
大点火口,Thorichthys meeki,Thorichthys meeki var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_02_大点火口__Thorichthys_meeki_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_02_大点火口_Thorichthys_meeki_var.png,/species-transparent/morph_batch_027_sheet_02_大点火口_Thorichthys_meeki_var.png?v=cutfix4_20260510
紫晶八字脑珊瑚,Trachyphyllia geoffroyi,Trachyphyllia geoffroyi var. Purple,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_03_紫晶八字脑珊瑚__Trachyphyllia_geoffroyi_var._Purple.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_03_紫晶八字脑珊瑚_Trachyphyllia_geoffroyi_var._Purple.png,/species-transparent/morph_batch_027_sheet_03_紫晶八字脑珊瑚_Trachyphyllia_geoffroyi_var._Purple.png?v=cutfix4_20260510
球形珍珠马甲,Trichopodus leerii,Trichopodus leerii var. Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_04_球形珍珠马甲__Trichopodus_leerii_var._Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_04_球形珍珠马甲_Trichopodus_leerii_var._Balloon.png,/species-transparent/morph_batch_027_sheet_04_球形珍珠马甲_Trichopodus_leerii_var._Balloon.png?v=cutfix4_20260510
球形珍珠马甲 (红眼),Trichopodus leerii,Trichopodus leerii var. Albino Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_05_球形珍珠马甲_红眼___Trichopodus_leerii_var._Albino_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_05_球形珍珠马甲_红眼_Trichopodus_leerii_var._Albino_Balloon.png,/species-transparent/morph_batch_027_sheet_05_球形珍珠马甲_红眼_Trichopodus_leerii_var._Albino_Balloon.png?v=cutfix4_20260510
红头珍珠马甲,Trichopodus leerii,Trichopodus leerii var. Red Head,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_06_红头珍珠马甲__Trichopodus_leerii_var._Red_Head.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_06_红头珍珠马甲_Trichopodus_leerii_var._Red_Head.png,/species-transparent/morph_batch_027_sheet_06_红头珍珠马甲_Trichopodus_leerii_var._Red_Head.png?v=cutfix4_20260510
蓝曼龙,Trichopodus trichopterus,Trichopodus trichopterus var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_07_蓝曼龙__Trichopodus_trichopterus_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_07_蓝曼龙_Trichopodus_trichopterus_var.png,/species-transparent/morph_batch_027_sheet_07_蓝曼龙_Trichopodus_trichopterus_var.png?v=cutfix4_20260510
白金蓝曼龙,Trichopodus trichopterus,Trichopodus trichopterus var. Platinum,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_08_白金蓝曼龙__Trichopodus_trichopterus_var._Platinum.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_08_白金蓝曼龙_Trichopodus_trichopterus_var._Platinum.png,/species-transparent/morph_batch_027_sheet_08_白金蓝曼龙_Trichopodus_trichopterus_var._Platinum.png?v=cutfix4_20260510
球形曼龙 (蓝/金),Trichopodus trichopterus,Trichopodus trichopterus var. Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_09_球形曼龙_蓝_金___Trichopodus_trichopterus_var._Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_09_球形曼龙_蓝_金_Trichopodus_trichopterus_var._Balloon.png,/species-transparent/morph_batch_027_sheet_09_球形曼龙_蓝_金_Trichopodus_trichopterus_var._Balloon.png?v=cutfix4_20260510
球形蓝曼龙,Trichopodus trichopterus,Trichopodus trichopterus var. Blue Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_027_sheet_10_球形蓝曼龙__Trichopodus_trichopterus_var._Blue_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_027_sheet_10_球形蓝曼龙_Trichopodus_trichopterus_var._Blue_Balloon.png,/species-transparent/morph_batch_027_sheet_10_球形蓝曼龙_Trichopodus_trichopterus_var._Blue_Balloon.png?v=cutfix4_20260510
球形金曼龙,Trichopodus trichopterus,Trichopodus trichopterus var. Gold Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_01_球形金曼龙__Trichopodus_trichopterus_var._Gold_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_01_球形金曼龙_Trichopodus_trichopterus_var._Gold_Balloon.png,/species-transparent/morph_batch_028_sheet_01_球形金曼龙_Trichopodus_trichopterus_var._Gold_Balloon.png?v=cutfix4_20260510
球形金曼龙 (大规格),Trichopodus trichopterus,Trichopodus trichopterus var. Balloon Gold XL,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_02_球形金曼龙_大规格___Trichopodus_trichopterus_var._Balloon_Gold_XL.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_02_球形金曼龙_大规格_Trichopodus_trichopterus_var._Balloon_Gold_XL.png,/species-transparent/morph_batch_028_sheet_02_球形金曼龙_大规格_Trichopodus_trichopterus_var._Balloon_Gold_XL.png?v=cutfix4_20260510
红炮仗花珊瑚,Tubastraea coccinea,Tubastraea coccinea var. Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_03_红炮仗花珊瑚__Tubastraea_coccinea_var._Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_03_红炮仗花珊瑚_Tubastraea_coccinea_var._Red.png,/species-transparent/morph_batch_028_sheet_03_红炮仗花珊瑚_Tubastraea_coccinea_var._Red.png?v=cutfix4_20260510
兔螺,Tylomelania,Tylomelania sp.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_04_兔螺__Tylomelania_sp.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_04_兔螺_Tylomelania_sp.png,/species-transparent/morph_batch_028_sheet_04_兔螺_Tylomelania_sp.png?v=cutfix4_20260510
青丝绒莫斯,Vesicularia,Vesicularia sp.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_05_青丝绒莫斯__Vesicularia_sp.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_05_青丝绒莫斯_Vesicularia_sp.png,/species-transparent/morph_batch_028_sheet_05_青丝绒莫斯_Vesicularia_sp.png?v=cutfix4_20260510
莫斯墙 (大三角),Vesicularia,Vesicularia sp. Giant,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_06_莫斯墙_大三角___Vesicularia_sp._Giant.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_06_莫斯墙_大三角_Vesicularia_sp._Giant.png,/species-transparent/morph_batch_028_sheet_06_莫斯墙_大三角_Vesicularia_sp._Giant.png?v=cutfix4_20260510
红纹拟鳞鲀 (红尾炮弹),Xanthichthys mento,Xanthichthys mento,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_07_红纹拟鳞鲀_红尾炮弹___Xanthichthys_mento.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_07_红纹拟鳞鲀_红尾炮弹_Xanthichthys_mento.png,/species-transparent/morph_batch_028_sheet_07_红纹拟鳞鲀_红尾炮弹_Xanthichthys_mento.png?v=cutfix4_20260510
千手珊瑚,Xenia,Xenia sp.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_08_千手珊瑚__Xenia_sp.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_08_千手珊瑚_Xenia_sp.png,/species-transparent/morph_batch_028_sheet_08_千手珊瑚_Xenia_sp.png?v=cutfix4_20260510
红剑鱼,Xiphophorus hellerii,Xiphophorus hellerii,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_09_红剑鱼__Xiphophorus_hellerii.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_09_红剑鱼_Xiphophorus_hellerii.png,/species-transparent/morph_batch_028_sheet_09_红剑鱼_Xiphophorus_hellerii.png?v=cutfix4_20260510
红苹果剑尾,Xiphophorus hellerii,Xiphophorus hellerii var.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_028_sheet_10_红苹果剑尾__Xiphophorus_hellerii_var.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_028_sheet_10_红苹果剑尾_Xiphophorus_hellerii_var.png,/species-transparent/morph_batch_028_sheet_10_红苹果剑尾_Xiphophorus_hellerii_var.png?v=cutfix4_20260510
红眼白子红剑,Xiphophorus hellerii,Xiphophorus hellerii var. Albino Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_029_sheet_01_红眼白子红剑__Xiphophorus_hellerii_var._Albino_Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_029_sheet_01_红眼白子红剑_Xiphophorus_hellerii_var._Albino_Red.png,/species-transparent/morph_batch_029_sheet_01_红眼白子红剑_Xiphophorus_hellerii_var._Albino_Red.png?v=cutfix4_20260510
红眼白子红剑 (高鳍),Xiphophorus hellerii,Xiphophorus hellerii var. High Fin,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_029_sheet_02_红眼白子红剑_高鳍___Xiphophorus_hellerii_var._High_Fin.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_029_sheet_02_红眼白子红剑_高鳍_Xiphophorus_hellerii_var._High_Fin.png,/species-transparent/morph_batch_029_sheet_02_红眼白子红剑_高鳍_Xiphophorus_hellerii_var._High_Fin.png?v=cutfix4_20260510
纽扣珊瑚 (动物之森),Zoanthus,Zoanthus sp.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_029_sheet_03_纽扣珊瑚_动物之森___Zoanthus_sp.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_029_sheet_03_纽扣珊瑚_动物之森_Zoanthus_sp.png,/species-transparent/morph_batch_029_sheet_03_纽扣珊瑚_动物之森_Zoanthus_sp.png?v=cutfix4_20260510
雪花纽扣珊瑚,Zoanthus,Zoanthus sp. Snowflake,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_029_sheet_04_雪花纽扣珊瑚__Zoanthus_sp._Snowflake.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_029_sheet_04_雪花纽扣珊瑚_Zoanthus_sp._Snowflake.png,/species-transparent/morph_batch_029_sheet_04_雪花纽扣珊瑚_Zoanthus_sp._Snowflake.png?v=cutfix4_20260510
黄金纽扣珊瑚 (大规格),Zoanthus,Zoanthus sp. Gold Center,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_029_sheet_05_黄金纽扣珊瑚_大规格___Zoanthus_sp._Gold_Center.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_029_sheet_05_黄金纽扣珊瑚_大规格_Zoanthus_sp._Gold_Center.png,/species-transparent/morph_batch_029_sheet_05_黄金纽扣珊瑚_大规格_Zoanthus_sp._Gold_Center.png?v=cutfix4_20260510
鹿角珊瑚 (SPS),Acropora,Acropora sp.,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_01_鹿角珊瑚_SPS___Acropora_sp.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_01_鹿角珊瑚_SPS_Acropora_sp.png,/species-transparent/morph_batch_001_sheet_01_鹿角珊瑚_SPS_Acropora_sp.png?v=cutfix4_20260510
黄金珍珠虎 (改良),Altolamprologus calvus,Altolamprologus calvus var. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_02_黄金珍珠虎_改良___Altolamprologus_calvus_var._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_02_黄金珍珠虎_改良_Altolamprologus_calvus_var._Gold.png,/species-transparent/morph_batch_001_sheet_02_黄金珍珠虎_改良_Altolamprologus_calvus_var._Gold.png?v=cutfix4_20260510
蓝宝鹦鹉鱼,Amatitlania nigrofasciata,Amatitlania nigrofasciata var. Blue,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_03_蓝宝鹦鹉鱼__Amatitlania_nigrofasciata_var._Blue.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_03_蓝宝鹦鹉鱼_Amatitlania_nigrofasciata_var._Blue.png,/species-transparent/morph_batch_001_sheet_03_蓝宝鹦鹉鱼_Amatitlania_nigrofasciata_var._Blue.png?v=cutfix4_20260510
雪玉鹦鹉鱼,Amatitlania nigrofasciata,Amatitlania nigrofasciata var. White,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_04_雪玉鹦鹉鱼__Amatitlania_nigrofasciata_var._White.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_04_雪玉鹦鹉鱼_Amatitlania_nigrofasciata_var._White.png,/species-transparent/morph_batch_001_sheet_04_雪玉鹦鹉鱼_Amatitlania_nigrofasciata_var._White.png?v=cutfix4_20260510
蓝宝鹦鹉 (球形),Amatitlania nigrofasciata,Amatitlania nigrofasciata var. Jellybean,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_05_蓝宝鹦鹉_球形___Amatitlania_nigrofasciata_var._Jellybean.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_05_蓝宝鹦鹉_球形_Amatitlania_nigrofasciata_var._Jellybean.png,/species-transparent/morph_batch_001_sheet_05_蓝宝鹦鹉_球形_Amatitlania_nigrofasciata_var._Jellybean.png?v=cutfix4_20260510
黄金胡子 (异型变种),Ancistrus,Ancistrus sp. Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_06_黄金胡子_异型变种___Ancistrus_sp._Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_06_黄金胡子_异型变种_Ancistrus_sp._Gold.png,/species-transparent/morph_batch_001_sheet_06_黄金胡子_异型变种_Ancistrus_sp._Gold.png?v=cutfix4_20260510
大帆白金胡子,Ancistrus,Ancistrus sp. Longfin Platinum,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_07_大帆白金胡子__Ancistrus_sp._Longfin_Platinum.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_07_大帆白金胡子_Ancistrus_sp._Longfin_Platinum.png,/species-transparent/morph_batch_001_sheet_07_大帆白金胡子_Ancistrus_sp._Longfin_Platinum.png?v=cutfix4_20260510
大帆黄金胡子,Ancistrus,Ancistrus sp. Gold Longfin,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_08_大帆黄金胡子__Ancistrus_sp._Gold_Longfin.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_08_大帆黄金胡子_Ancistrus_sp._Gold_Longfin.png,/species-transparent/morph_batch_001_sheet_08_大帆黄金胡子_Ancistrus_sp._Gold_Longfin.png?v=cutfix4_20260510
黄金胡子 (长鳍),Ancistrus,Ancistrus sp. Gold Longfin,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_09_黄金胡子_长鳍___Ancistrus_sp._Gold_Longfin.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_09_黄金胡子_长鳍_Ancistrus_sp._Gold_Longfin.png,/species-transparent/morph_batch_001_sheet_09_黄金胡子_长鳍_Ancistrus_sp._Gold_Longfin.png?v=cutfix4_20260510
白金胡子 (大帆),Ancistrus,Ancistrus sp. White Longfin,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_001_sheet_10_白金胡子_大帆___Ancistrus_sp._White_Longfin.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_001_sheet_10_白金胡子_大帆_Ancistrus_sp._White_Longfin.png,/species-transparent/morph_batch_001_sheet_10_白金胡子_大帆_Ancistrus_sp._White_Longfin.png?v=cutfix4_20260510
黄金胡子 (雪花型),Ancistrus,Ancistrus sp. Snowflake Gold,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_01_黄金胡子_雪花型___Ancistrus_sp._Snowflake_Gold.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_01_黄金胡子_雪花型_Ancistrus_sp._Snowflake_Gold.png,/species-transparent/morph_batch_002_sheet_01_黄金胡子_雪花型_Ancistrus_sp._Snowflake_Gold.png?v=cutfix4_20260510
黄金大帆胡子 (红眼),Ancistrus,Ancistrus sp. Albino Longfin,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_02_黄金大帆胡子_红眼___Ancistrus_sp._Albino_Longfin.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_02_黄金大帆胡子_红眼_Ancistrus_sp._Albino_Longfin.png,/species-transparent/morph_batch_002_sheet_02_黄金大帆胡子_红眼_Ancistrus_sp._Albino_Longfin.png?v=cutfix4_20260510
球形蓝宝石鱼,Andinoacara pulcher,Andinoacara pulcher var. Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_03_球形蓝宝石鱼__Andinoacara_pulcher_var._Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_03_球形蓝宝石鱼_Andinoacara_pulcher_var._Balloon.png,/species-transparent/morph_batch_002_sheet_03_球形蓝宝石鱼_Andinoacara_pulcher_var._Balloon.png?v=cutfix4_20260510
球形蓝宝石鱼 (特级),Andinoacara pulcher,Andinoacara pulcher var. Super Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_04_球形蓝宝石鱼_特级___Andinoacara_pulcher_var._Super_Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_04_球形蓝宝石鱼_特级_Andinoacara_pulcher_var._Super_Balloon.png,/species-transparent/morph_batch_002_sheet_04_球形蓝宝石鱼_特级_Andinoacara_pulcher_var._Super_Balloon.png?v=cutfix4_20260510
小水榕,Anubias barteri,Anubias barteri var. nana 'Petite',morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_05_小水榕__Anubias_barteri_var._nana_Petite.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_05_小水榕_Anubias_barteri_var._nana_Petite.png,/species-transparent/morph_batch_002_sheet_05_小水榕_Anubias_barteri_var._nana_Petite.png?v=cutfix4_20260510
迷你水榕,Anubias barteri,Anubias barteri var. nana 'Petite',morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_06_迷你水榕__Anubias_barteri_var._nana_Petite.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_06_迷你水榕_Anubias_barteri_var._nana_Petite.png,/species-transparent/morph_batch_002_sheet_06_迷你水榕_Anubias_barteri_var._nana_Petite.png?v=cutfix4_20260510
球形红十字灯,Aphyocharax anisitsi,Aphyocharax anisitsi var. Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_07_球形红十字灯__Aphyocharax_anisitsi_var._Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_07_球形红十字灯_Aphyocharax_anisitsi_var._Balloon.png,/species-transparent/morph_batch_002_sheet_07_球形红十字灯_Aphyocharax_anisitsi_var._Balloon.png?v=cutfix4_20260510
长鳍阿卡西短鲷,Apistogramma agassizii,Apistogramma agassizii var. Fire Red,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_08_长鳍阿卡西短鲷__Apistogramma_agassizii_var._Fire_Red.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_08_长鳍阿卡西短鲷_Apistogramma_agassizii_var._Fire_Red.png,/species-transparent/morph_batch_002_sheet_08_长鳍阿卡西短鲷_Apistogramma_agassizii_var._Fire_Red.png?v=cutfix4_20260510
球形地图鱼,Astronotus ocellatus,Astronotus ocellatus var. Balloon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_09_球形地图鱼__Astronotus_ocellatus_var._Balloon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_09_球形地图鱼_Astronotus_ocellatus_var._Balloon.png,/species-transparent/morph_batch_002_sheet_09_球形地图鱼_Astronotus_ocellatus_var._Balloon.png?v=cutfix4_20260510
半月斗鱼 (蓝蝴蝶),Betta splendens,Betta splendens var. Halfmoon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_002_sheet_10_半月斗鱼_蓝蝴蝶___Betta_splendens_var._Halfmoon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_002_sheet_10_半月斗鱼_蓝蝴蝶_Betta_splendens_var._Halfmoon.png,/species-transparent/morph_batch_002_sheet_10_半月斗鱼_蓝蝴蝶_Betta_splendens_var._Halfmoon.png?v=cutfix4_20260510
狮王斗鱼 (红黑),Betta splendens,Betta splendens var. Crowntail,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_003_sheet_01_狮王斗鱼_红黑___Betta_splendens_var._Crowntail.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_003_sheet_01_狮王斗鱼_红黑_Betta_splendens_var._Crowntail.png,/species-transparent/morph_batch_003_sheet_01_狮王斗鱼_红黑_Betta_splendens_var._Crowntail.png?v=cutfix4_20260510
大耳半月斗鱼,Betta splendens,Betta splendens var. Dumbo Halfmoon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_003_sheet_02_大耳半月斗鱼__Betta_splendens_var._Dumbo_Halfmoon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_003_sheet_02_大耳半月斗鱼_Betta_splendens_var._Dumbo_Halfmoon.png,/species-transparent/morph_batch_003_sheet_02_大耳半月斗鱼_Betta_splendens_var._Dumbo_Halfmoon.png?v=cutfix4_20260510
将军斗鱼 (蓝龙),Betta splendens,Betta splendens var. Dragon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_003_sheet_03_将军斗鱼_蓝龙___Betta_splendens_var._Dragon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_003_sheet_03_将军斗鱼_蓝龙_Betta_splendens_var._Dragon.png,/species-transparent/morph_batch_003_sheet_03_将军斗鱼_蓝龙_Betta_splendens_var._Dragon.png?v=cutfix4_20260510
白金半月斗鱼,Betta splendens,Betta splendens var. Platinum,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_003_sheet_04_白金半月斗鱼__Betta_splendens_var._Platinum.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_003_sheet_04_白金半月斗鱼_Betta_splendens_var._Platinum.png,/species-transparent/morph_batch_003_sheet_04_白金半月斗鱼_Betta_splendens_var._Platinum.png?v=cutfix4_20260510
红白狮头斗鱼,Betta splendens,Betta splendens var. Kohaku Crown,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_003_sheet_05_红白狮头斗鱼__Betta_splendens_var._Kohaku_Crown.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_003_sheet_05_红白狮头斗鱼_Betta_splendens_var._Kohaku_Crown.png,/species-transparent/morph_batch_003_sheet_05_红白狮头斗鱼_Betta_splendens_var._Kohaku_Crown.png?v=cutfix4_20260510
蓝龙将军斗鱼,Betta splendens,Betta splendens var. Blue Dragon,morph_batches,/Users/chuchu/Documents/codex/fish_pipeline/output/generated_archive/cropped_species/all_images/morph_batch_003_sheet_06_蓝龙将军斗鱼__Betta_splendens_var._Blue_Dragon.png,/Users/chuchu/Documents/New project/aquaguide_frontend/public/species-transparent/morph_batch_003_sheet_06_蓝龙将军斗鱼_Betta_splendens_var._Blue_Dragon.png,/species-transparent/morph_batch_003_sheet_06_蓝龙将军斗鱼_Betta_splendens_var._Blue_Dragon.png?v=cutfix4_20260510
